season,matchday,hometeam,awayteam,homegoals,awaygoals
1966,29,Hannover,Köln,0,1
1966,29,Düsseldorf,Braunschweig,1,1
1966,30,1860 München,Gladbach,4,3
1966,30,Duisburg,Bayern,0,0
1966,30,Bremen,RW Essen,0,0
1966,30,K'lautern,Hamburger SV,2,1
1966,30,Frankfurt,Nürnberg,1,4
1966,30,Schalke,Dortmund,1,4
1966,30,Köln,Karlsruhe,2,2
1966,30,Stuttgart,Düsseldorf,3,1
1966,30,Braunschweig,Hannover,0,1
1966,31,Gladbach,Köln,3,0
1966,31,RW Essen,1860 München,2,2
1966,31,Bayern,Schalke,5,0
1966,31,Nürnberg,Bremen,2,1
1966,31,Hamburger SV,Frankfurt,0,2
1966,31,Dortmund,K'lautern,2,1
1966,31,Düsseldorf,Duisburg,1,5
1966,31,Karlsruhe,Braunschweig,3,0
1966,31,Hannover,Stuttgart,2,2
1966,32,1860 München,Nürnberg,1,2
1966,32,K'lautern,Bayern,1,0
1966,32,Bremen,Frankfurt,3,0
1966,32,Dortmund,Hamburger SV,7,0
1966,32,Köln,RW Essen,2,1
1966,32,Schalke,Düsseldorf,2,1
1966,32,Braunschweig,Gladbach,2,1
1966,32,Duisburg,Hannover,3,0
1966,32,Stuttgart,Karlsruhe,2,0
1966,33,Bremen,1860 München,2,4
1966,33,Bayern,Hamburger SV,3,1
1966,33,Nürnberg,Köln,1,1
1966,33,Düsseldorf,K'lautern,3,1
1966,33,RW Essen,Braunschweig,0,0
1966,33,Hannover,Schalke,1,2
1966,33,Gladbach,Stuttgart,1,2
1966,33,Karlsruhe,Duisburg,3,0
1966,33,Frankfurt,Dortmund,3,3
1966,34,1860 München,Frankfurt,2,1
1966,34,Dortmund,Bayern,4,0
1966,34,Köln,Bremen,4,1
1966,34,Hamburger SV,Düsseldorf,2,1
1966,34,Braunschweig,Nürnberg,4,1
1966,34,K'lautern,Hannover,1,0
1966,34,Stuttgart,RW Essen,1,0
1966,34,Schalke,Karlsruhe,1,3
1966,34,Duisburg,Gladbach,1,3
1967,1,Duisburg,Dortmund,2,2
1967,1,1860 München,Braunschweig,1,0
1967,1,Aachen,Bayern,0,4
1967,1,Schalke,Gladbach,3,4
1967,1,Stuttgart,Frankfurt,4,0
1967,1,Nürnberg,Karlsruhe,2,0
1967,1,Bremen,Hamburger SV,1,4
1967,1,K'lautern,Neunkirchen,2,1
1967,1,Hannover,Köln,3,0
1967,2,Braunschweig,Schalke,1,0
1967,2,Bayern,Hannover,1,0
1967,2,Gladbach,Stuttgart,1,1
1967,2,Karlsruhe,Duisburg,0,2
1967,2,Frankfurt,Bremen,5,3
1967,2,Neunkirchen,Nürnberg,2,2
1967,2,Hamburger SV,K'lautern,1,1
1967,2,Köln,1860 München,1,0
1967,2,Dortmund,Aachen,1,0
1967,3,Stuttgart,Braunschweig,0,0
1967,3,Hannover,Dortmund,2,2
1967,3,Bremen,Gladbach,0,4
1967,3,Duisburg,Neunkirchen,3,1
1967,3,K'lautern,Frankfurt,1,1
1967,3,Nürnberg,Hamburger SV,4,0
1967,3,Aachen,Karlsruhe,2,1
1967,3,Schalke,1860 München,0,0
1967,3,Bayern,Köln,0,3
1967,4,Braunschweig,Bremen,0,3
1967,4,Karlsruhe,Hannover,3,1
1967,4,Gladbach,K'lautern,8,2
1967,4,Hamburger SV,Duisburg,1,3
1967,4,Frankfurt,Nürnberg,1,2
1967,4,Neunkirchen,Aachen,0,1
1967,4,1860 München,Stuttgart,3,3
1967,4,Dortmund,Bayern,6,3
1967,4,Köln,Schalke,7,0
1967,5,K'lautern,Braunschweig,2,2
1967,5,Hannover,Neunkirchen,2,0
1967,5,Nürnberg,Gladbach,1,0
1967,5,Duisburg,Frankfurt,0,1
1967,5,Aachen,Hamburger SV,2,0
1967,5,Bremen,1860 München,2,2
1967,5,Bayern,Karlsruhe,3,0
1967,5,Stuttgart,Schalke,2,0
1967,5,Dortmund,Köln,2,0
1967,6,Frankfurt,Aachen,1,1
1967,6,Braunschweig,Nürnberg,0,3
1967,6,Hamburger SV,Hannover,2,3
1967,6,Gladbach,Duisburg,1,1
1967,6,1860 München,K'lautern,0,3
1967,6,Neunkirchen,Bayern,1,1
1967,6,Schalke,Bremen,0,2
1967,6,Karlsruhe,Dortmund,2,0
1967,6,Köln,Stuttgart,2,2
1967,7,Duisburg,Braunschweig,2,3
1967,7,Hannover,Frankfurt,2,1
1967,7,Aachen,Gladbach,0,0
1967,7,Nürnberg,1860 München,1,1
1967,7,Bayern,Hamburger SV,1,0
1967,7,K'lautern,Schalke,1,0
1967,7,Dortmund,Neunkirchen,6,0
1967,7,Bremen,Stuttgart,3,1
1967,7,Karlsruhe,Köln,0,1
1967,8,Braunschweig,Aachen,2,0
1967,8,Gladbach,Hannover,5,1
1967,8,1860 München,Duisburg,0,1
1967,8,Frankfurt,Bayern,2,3
1967,8,Schalke,Nürnberg,0,0
1967,8,Hamburger SV,Dortmund,3,2
1967,8,Neunkirchen,Karlsruhe,3,2
1967,8,Köln,Bremen,1,4
1967,8,Stuttgart,K'lautern,0,1
1967,9,Hannover,Braunschweig,1,1
1967,9,Bayern,Gladbach,3,1
1967,9,Duisburg,Schalke,1,1
1967,9,Dortmund,Frankfurt,2,1
1967,9,Nürnberg,Stuttgart,5,1
1967,9,Karlsruhe,Hamburger SV,2,1
1967,9,K'lautern,Bremen,2,2
1967,9,Neunkirchen,Köln,2,1
1967,9,Aachen,1860 München,3,3
1967,10,Braunschweig,Bayern,1,0
1967,10,1860 München,Hannover,3,1
1967,10,Gladbach,Dortmund,2,2
1967,10,Stuttgart,Duisburg,3,0
1967,10,Frankfurt,Karlsruhe,2,0
1967,10,Bremen,Nürnberg,0,4
1967,10,Hamburger SV,Neunkirchen,0,0
1967,10,Köln,K'lautern,5,0
1967,10,Schalke,Aachen,2,1
1967,11,Neunkirchen,Frankfurt,2,2
1967,11,Dortmund,Braunschweig,0,1
1967,11,Hannover,Schalke,2,1
1967,11,Karlsruhe,Gladbach,3,2
1967,11,Duisburg,Bremen,1,1
1967,11,Nürnberg,K'lautern,4,1
1967,11,Hamburger SV,Köln,3,1
1967,11,Aachen,Stuttgart,3,2
1967,11,Bayern,1860 München,2,2
1967,12,Braunschweig,Karlsruhe,1,0
1967,12,Stuttgart,Hannover,2,0
1967,12,Gladbach,Neunkirchen,10,0
1967,12,K'lautern,Duisburg,0,1
1967,12,Frankfurt,Hamburger SV,1,1
1967,12,Köln,Nürnberg,3,3
1967,12,Bremen,Aachen,0,1
1967,12,1860 München,Dortmund,3,0
1967,12,Schalke,Bayern,0,1
1967,13,Neunkirchen,Braunschweig,1,2
1967,13,Hannover,Bremen,4,2
1967,13,Hamburger SV,Gladbach,2,3
1967,13,Duisburg,Nürnberg,2,0
1967,13,Frankfurt,Köln,1,2
1967,13,Aachen,K'lautern,1,1
1967,13,Karlsruhe,1860 München,0,3
1967,13,Bayern,Stuttgart,3,1
1967,13,Dortmund,Schalke,2,1
1967,14,Braunschweig,Hamburger SV,0,1
1967,14,K'lautern,Hannover,0,0
1967,14,Gladbach,Frankfurt,1,1
1967,14,Köln,Duisburg,3,0
1967,14,Nürnberg,Aachen,4,1
1967,14,1860 München,Neunkirchen,5,0
1967,14,Bremen,Bayern,4,1
1967,14,Schalke,Karlsruhe,2,0
1967,14,Stuttgart,Dortmund,4,1
1967,15,Neunkirchen,Schalke,1,5
1967,15,Duisburg,Aachen,3,0
1967,15,Frankfurt,Braunschweig,2,0
1967,15,Hannover,Nürnberg,1,1
1967,15,Köln,Gladbach,2,5
1967,15,Hamburger SV,1860 München,2,2
1967,15,Dortmund,Bremen,1,1
1967,15,Karlsruhe,Stuttgart,1,4
1967,15,Bayern,K'lautern,4,1
1967,16,Braunschweig,Gladbach,2,1
1967,16,Duisburg,Hannover,1,2
1967,16,1860 München,Frankfurt,5,0
1967,16,Nürnberg,Bayern,7,3
1967,16,Schalke,Hamburger SV,3,0
1967,16,K'lautern,Dortmund,2,2
1967,16,Bremen,Karlsruhe,6,1
1967,16,Aachen,Köln,4,2
1967,16,Stuttgart,Neunkirchen,0,0
1967,17,Neunkirchen,Bremen,0,0
1967,17,Köln,Braunschweig,1,0
1967,17,Hannover,Aachen,1,1
1967,17,Gladbach,1860 München,1,1
1967,17,Bayern,Duisburg,0,4
1967,17,Frankfurt,Schalke,2,2
1967,17,Dortmund,Nürnberg,1,2
1967,17,Hamburger SV,Stuttgart,1,1
1967,17,Karlsruhe,K'lautern,2,2
1967,18,Neunkirchen,K'lautern,2,1
1967,18,Bayern,Aachen,4,1
1967,18,Gladbach,Schalke,1,6
1967,18,Dortmund,Duisburg,4,3
1967,18,Karlsruhe,Nürnberg,1,1
1967,18,Hamburger SV,Bremen,2,1
1967,18,Köln,Hannover,2,1
1967,18,Braunschweig,1860 München,0,1
1967,18,Frankfurt,Stuttgart,4,0
1967,19,Schalke,Braunschweig,0,2
1967,19,Hannover,Bayern,2,1
1967,19,Stuttgart,Gladbach,1,3
1967,19,Duisburg,Karlsruhe,2,1
1967,19,Bremen,Frankfurt,2,0
1967,19,Nürnberg,Neunkirchen,3,0
1967,19,1860 München,Köln,0,1
1967,19,Aachen,Dortmund,3,0
1967,19,K'lautern,Hamburger SV,3,3
1967,20,Neunkirchen,Duisburg,2,1
1967,20,Braunschweig,Stuttgart,2,1
1967,20,Dortmund,Hannover,3,1
1967,20,Gladbach,Bremen,3,1
1967,20,Frankfurt,K'lautern,5,2
1967,20,Hamburger SV,Nürnberg,3,1
1967,20,Karlsruhe,Aachen,2,4
1967,20,1860 München,Schalke,1,2
1967,20,Köln,Bayern,3,3
1967,21,Bremen,Braunschweig,3,2
1967,21,Hannover,Karlsruhe,2,0
1967,21,K'lautern,Gladbach,0,1
1967,21,Duisburg,Hamburger SV,1,2
1967,21,Nürnberg,Frankfurt,0,2
1967,21,Aachen,Neunkirchen,5,1
1967,21,Stuttgart,1860 München,2,1
1967,21,Schalke,Köln,1,1
1967,21,Bayern,Dortmund,2,0
1967,22,Neunkirchen,Hannover,3,1
1967,22,Braunschweig,K'lautern,1,0
1967,22,Gladbach,Nürnberg,1,1
1967,22,Frankfurt,Duisburg,3,2
1967,22,Hamburger SV,Aachen,5,1
1967,22,1860 München,Bremen,1,3
1967,22,Karlsruhe,Bayern,0,2
1967,22,Schalke,Stuttgart,2,1
1967,22,Köln,Dortmund,3,0
1967,23,Nürnberg,Braunschweig,3,1
1967,23,Hannover,Hamburger SV,2,2
1967,23,Duisburg,Gladbach,2,2
1967,23,Aachen,Frankfurt,2,1
1967,23,K'lautern,1860 München,0,0
1967,23,Bayern,Neunkirchen,4,0
1967,23,Bremen,Schalke,2,0
1967,23,Dortmund,Karlsruhe,5,0
1967,23,Stuttgart,Köln,2,0
1967,24,Braunschweig,Duisburg,3,0
1967,24,Frankfurt,Hannover,3,0
1967,24,Gladbach,Aachen,3,0
1967,24,1860 München,Nürnberg,1,2
1967,24,Hamburger SV,Bayern,2,1
1967,24,Schalke,K'lautern,2,1
1967,24,Neunkirchen,Dortmund,3,2
1967,24,Stuttgart,Bremen,0,3
1967,24,Köln,Karlsruhe,4,0
1967,25,Aachen,Braunschweig,2,1
1967,25,Hannover,Gladbach,1,1
1967,25,Duisburg,1860 München,2,1
1967,25,Bayern,Frankfurt,3,0
1967,25,Nürnberg,Schalke,2,3
1967,25,Dortmund,Hamburger SV,2,2
1967,25,K'lautern,Stuttgart,2,0
1967,25,Karlsruhe,Neunkirchen,5,1
1967,25,Bremen,Köln,3,1
1967,26,Braunschweig,Hannover,0,1
1967,26,Gladbach,Bayern,1,1
1967,26,Schalke,Duisburg,0,3
1967,26,Frankfurt,Dortmund,4,1
1967,26,Stuttgart,Nürnberg,1,1
1967,26,Hamburger SV,Karlsruhe,0,0
1967,26,Bremen,K'lautern,2,1
1967,26,Köln,Neunkirchen,2,1
1967,26,1860 München,Aachen,6,0
1967,27,Bayern,Braunschweig,3,0
1967,27,Hannover,1860 München,1,2
1967,27,Dortmund,Gladbach,3,1
1967,27,Duisburg,Stuttgart,3,3
1967,27,Karlsruhe,Frankfurt,0,1
1967,27,Nürnberg,Bremen,0,0
1967,27,Neunkirchen,Hamburger SV,0,3
1967,27,K'lautern,Köln,2,1
1967,27,Aachen,Schalke,2,1
1967,28,Braunschweig,Dortmund,2,0
1967,28,Schalke,Hannover,1,1
1967,28,Gladbach,Karlsruhe,0,0
1967,28,Bremen,Duisburg,3,3
1967,28,Frankfurt,Neunkirchen,4,1
1967,28,K'lautern,Nürnberg,1,0
1967,28,Köln,Hamburger SV,2,1
1967,28,Stuttgart,Aachen,4,1
1967,28,1860 München,Bayern,3,2
1967,29,Aachen,Bremen,1,1
1967,29,Karlsruhe,Braunschweig,1,2
1967,29,Hannover,Stuttgart,2,1
1967,29,Neunkirchen,Gladbach,0,3
1967,29,Duisburg,K'lautern,7,0
1967,29,Hamburger SV,Frankfurt,0,1
1967,29,Nürnberg,Köln,2,1
1967,29,Dortmund,1860 München,0,0
1967,29,Bayern,Schalke,2,0
1967,30,Braunschweig,Neunkirchen,4,2
1967,30,Bremen,Hannover,1,0
1967,30,Gladbach,Hamburger SV,4,1
1967,30,Nürnberg,Duisburg,4,1
1967,30,Köln,Frankfurt,5,1
1967,30,K'lautern,Aachen,1,0
1967,30,1860 München,Karlsruhe,3,0
1967,30,Stuttgart,Bayern,3,0
1967,30,Schalke,Dortmund,1,0
1967,31,Duisburg,Köln,3,2
1967,31,Hamburger SV,Braunschweig,0,0
1967,31,Hannover,K'lautern,2,0
1967,31,Frankfurt,Gladbach,3,1
1967,31,Aachen,Nürnberg,2,0
1967,31,Neunkirchen,1860 München,1,0
1967,31,Bayern,Bremen,2,3
1967,31,Karlsruhe,Schalke,1,0
1967,31,Dortmund,Stuttgart,2,1
1967,32,Braunschweig,Frankfurt,0,0
1967,32,Nürnberg,Hannover,2,1
1967,32,Gladbach,Köln,1,0
1967,32,Aachen,Duisburg,4,4
1967,32,1860 München,Hamburger SV,0,1
1967,32,K'lautern,Bayern,2,2
1967,32,Schalke,Neunkirchen,2,0
1967,32,Bremen,Dortmund,2,1
1967,32,Stuttgart,Karlsruhe,3,2
1967,33,Gladbach,Braunschweig,2,0
1967,33,Hannover,Duisburg,2,2
1967,33,Frankfurt,1860 München,2,1
1967,33,Bayern,Nürnberg,0,2
1967,33,Hamburger SV,Schalke,1,1
1967,33,Dortmund,K'lautern,4,0
1967,33,Neunkirchen,Stuttgart,0,5
1967,33,Karlsruhe,Bremen,1,2
1967,33,Köln,Aachen,3,1
1967,34,Braunschweig,Köln,1,2
1967,34,Aachen,Hannover,2,2
1967,34,1860 München,Gladbach,0,0
1967,34,Duisburg,Bayern,3,3
1967,34,Schalke,Frankfurt,0,0
1967,34,Nürnberg,Dortmund,2,1
1967,34,K'lautern,Karlsruhe,1,1
1967,34,Bremen,Neunkirchen,2,1
1967,34,Stuttgart,Hamburger SV,4,1
1968,1,Frankfurt,Hertha,2,0
1968,1,Köln,Offenbach,2,1
1968,1,Duisburg,Schalke,1,0
1968,1,Dortmund,Gladbach,1,3
1968,1,Braunschweig,Hamburger SV,1,0
1968,1,Bremen,Hannover,3,2
1968,1,Stuttgart,1860 München,1,1
1968,1,Bayern,K'lautern,2,0
1968,1,Nürnberg,Aachen,1,4
1968,2,Hertha,Duisburg,1,1
1968,2,Offenbach,Nürnberg,2,1
1968,2,Schalke,Braunschweig,0,2
1968,2,Hannover,Dortmund,1,1
1968,2,Hamburger SV,Stuttgart,2,1
1968,2,K'lautern,Bremen,1,0
1968,2,1860 München,Bayern,0,3
1968,2,Aachen,Frankfurt,4,2
1968,2,Gladbach,Köln,2,1
1968,3,Duisburg,Frankfurt,1,1
1968,3,Braunschweig,Hertha,3,3
1968,3,Nürnberg,Gladbach,4,0
1968,3,Stuttgart,Schalke,1,1
1968,3,Bayern,Hamburger SV,5,1
1968,3,Köln,Hannover,1,0
1968,3,Offenbach,Aachen,1,1
1968,3,Dortmund,K'lautern,2,3
1968,3,Bremen,1860 München,4,1
1968,4,Hertha,Stuttgart,0,1
1968,4,Hannover,Nürnberg,2,2
1968,4,Schalke,Bayern,1,2
1968,4,1860 München,Dortmund,2,1
1968,4,Hamburger SV,Bremen,5,2
1968,4,K'lautern,Köln,4,0
1968,4,Frankfurt,Braunschweig,0,1
1968,4,Gladbach,Offenbach,4,1
1968,4,Aachen,Duisburg,4,0
1968,5,Bayern,Hertha,3,0
1968,5,Nürnberg,K'lautern,1,0
1968,5,Bremen,Schalke,1,3
1968,5,Dortmund,Hamburger SV,3,1
1968,5,Köln,1860 München,0,0
1968,5,Stuttgart,Frankfurt,2,0
1968,5,Offenbach,Hannover,1,1
1968,5,Braunschweig,Duisburg,0,0
1968,5,Gladbach,Aachen,2,2
